,0,1,2,3,4,5,6,7
57,"['28.35', '59.33', '24.33', '27.08', '57.84', '16.52', '37.69', '57.39', '50.55', '39.49', '32.30', '28.30', '25.20', 'PE Ratio']","['3.14', '4.15', '4.11', '4.68', '5.92', '5.00', '6.13', '7.03', '6.78', '5.60', '5.46', '4.86', '4.43', 'PB Ratio']","['1691.00', '1549.00', '711.00', '1425.00', '961.00', '2038.00', '1542.00', '2790.00', '2738.00', '2036.00', '3352.00', '3628.00', '4407.00', 'FCF']","['2764.00', '3973.00', '3998.00', '6914.00', '7222.00', '9859.00', '11090.00', '13991.00', '12479.00', '13048.00', '–', '–', '–', 'Total Debt']","['9047.00', '8595.00', '8511.00', '9550.00', '9980.00', '11730.00', '12807.00', '13084.00', '14877.00', '16616.00', '–', '–', '–', ""Sh' Equity""]","['6.95', '3.12', '8.59', '8.99', '4.79', '14.38', '7.26', '4.96', '5.78', '6.59', '9.78', '10.70', '11.30', 'ROA']","['11.40', '5.84', '16.82', '18.24', '10.45', '32.73', '16.98', '12.35', '14.26', '14.97', '21.90', '21.70', '21.70', 'ROE']","['Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation', 'Stryker Corporation']"
58,"['11.66', '22.36', '9.58', '12.84', '0.00', '7.78', '9.94', '12.19', '5.97', '6.53', '8.95', '7.26', '–', 'PE Ratio']","['0.79', '0.82', '0.75', '0.85', '1.10', '0.73', '1.02', '0.71', '0.67', '0.49', '0.51', '0.47', '–', 'PB Ratio']","['60470.00', '43580.00', '37116.00', '51644.00', '(11758.00)', '33390.00', '(17914.00)', '(24017.00)', '57320.00', '–', '0.00', '–', '–', 'FCF']","['221116.00', '223080.00', '201275.00', '414825.00', '437438.00', '480703.00', '498206.00', '519909.00', '507388.00', '521146.00', '–', '–', '–', 'Total Debt']","['206133.00', '211696.00', '223092.00', '226143.00', '201672.00', '197074.00', '193946.00', '200200.00', '202672.00', '201838.00', '–', '–', '–', ""Sh' Equity""]","['0.72', '0.36', '0.91', '0.77', '(0.44)', '0.89', '0.94', '0.47', '0.91', '0.63', '0.50', '0.56', '–', 'ROA']","['6.94', '3.34', '7.97', '6.60', '(4.13)', '9.24', '10.25', '5.54', '11.39', '8.10', '5.93', '6.77', '–', 'ROE']","['Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup', 'Citigroup']"
59,"['–', '31.37', '24.64', '25.37', '34.24', '37.47', '20.43', '18.06', '1475.01', '85.32', '–', '18.70', '17.20', 'PE Ratio']","['–', '8.57', '6.96', '7.38', '7.45', '7.77', '9.30', '14.91', '18.65', '15.92', '–', '22.26', '17.33', 'PB Ratio']","['–', '2216.99', '2782.89', '3029.61', '3764.00', '4374.00', '4896.00', '4497.00', '(201.00)', '2516.00', '–', '4979.00', '6062.00', 'FCF']","['–', '1902.51', '3861.35', '6158.44', '7166.79', '10775.00', '9815.00', '9649.00', '12937.00', '11751.00', '–', '–', '–', 'Total Debt']","['–', '6909.73', '8566.69', '8795.47', '9820.14', '11261.00', '8785.00', '5933.00', '4893.00', '6178.00', '–', '–', '–', ""Sh' Equity""]","['–', '22.25', '19.21', '15.85', '11.46', '10.34', '16.61', '22.07', '0.27', '5.12', '–', '22.30', '25.10', 'ROA']","['–', '35.03', '31.30', '29.39', '22.94', '22.21', '39.89', '66.11', '1.09', '21.05', '–', '152.00', '135.00', 'ROE']","['Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)', 'Booking Holdings (Booking.com)']"
60,"['85.05', '24.01', '14.95', '18.52', '17.69', '9.93', '18.78', '15.27', '21.53', '11.79', '–', '–', '–', 'PE Ratio']","['3.03', '3.41', '2.69', '4.46', '6.48', '4.87', '6.19', '5.22', '10.37', '6.31', '–', '–', '–', 'PB Ratio']","['433.00', '1584.00', '948.00', '2313.00', '3444.00', '3165.00', '2806.00', '3382.00', '4774.00', '4612.00', '–', '–', '–', 'FCF']","['1946.00', '1947.00', '4542.00', '3325.00', '5304.00', '5309.00', '5313.00', '5512.00', '5525.00', '5542.00', '–', '–', '–', 'Total Debt']","['7088.00', '7868.00', '7613.00', '7217.00', '9349.00', '6845.00', '8214.00', '10578.00', '12247.00', '12194.00', '–', '–', '–', ""Sh' Equity""]","['2.12', '8.50', '9.67', '11.52', '20.71', '16.40', '14.76', '17.49', '24.44', '24.83', '–', '–', '–', 'ROA']","['3.57', '14.34', '17.79', '23.21', '42.48', '37.52', '35.94', '38.52', '51.59', '53.39', '–', '–', '–', 'ROE']","['Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials', 'Applied Materials']"
61,"['22.61', '24.69', '27.06', '22.97', '43.68', '20.88', '28.98', '35.79', '46.91', '26.86', '0.00', '–', '–', 'PE Ratio']","['3.20', '3.27', '3.72', '3.83', '3.11', '2.75', '3.36', '3.64', '1.83', '2.03', '0.00', '–', '–', 'PB Ratio']","['789.27', '693.69', '753.84', '1163.95', '950.27', '2187.49', '1977.73', '1842.80', '2391.39', '3776.09', '–', '–', '–', 'FCF']","['872.24', '872.79', '869.93', '1732.18', '7851.08', '6332.67', '5491.92', '5185.10', '6769.88', '6602.63', '–', '–', '–', 'Total Debt']","['4739.58', '4757.90', '5072.96', '5165.62', '10161.54', '11268.17', '11709.19', '11997.95', '37992.54', '36465.32', '–', '–', '–', ""Sh' Equity""]","['11.22', '9.51', '10.01', '11.47', '5.53', '7.22', '6.52', '5.70', '3.77', '5.36', '0.00', '–', '–', 'ROA']","['15.13', '13.25', '14.18', '16.83', '10.51', '14.01', '11.86', '10.30', '5.56', '7.38', '5.71', '–', '–', 'ROE']","['Analog Devices', 'Analog Devices', 'Analog Devices', 'Analog Devices', 'Analog Devices', 'Analog Devices', 'Analog Devices', 'Analog Devices', 'Analog Devices', 'Analog Devices', 'Analog Devices', 'Analog Devices', 'Analog Devices', 'Analog Devices']"
62,"['20.95', '22.03', '26.05', '28.09', '26.41', '36.65', '31.51', '25.98', '32.67', '29.88', '27.40', '24.70', '22.50', 'PE Ratio']","['4.75', '5.00', '7.89', '9.37', '11.54', '12.55', '13.40', '11.15', '14.93', '27.27', '16.16', '11.93', '9.25', 'PB Ratio']","['1352.00', '1518.40', '1662.10', '1527.00', '1655.30', '2044.80', '2129.70', '2439.20', '2606.20', '2580.30', '4293.00', '4869.00', '5161.00', 'FCF']","['14.70', '11.50', '9.20', '2007.70', '2002.40', '2002.40', '2264.20', '2004.60', '3103.00', '3220.10', '–', '–', '–', 'Total Debt']","['6189.90', '6670.20', '4808.50', '4481.60', '3977.00', '4735.90', '5399.90', '5752.20', '5670.10', '3225.30', '–', '–', '–', ""Sh' Equity""]","['4.46', '4.71', '4.46', '3.89', '4.42', '4.96', '5.68', '6.09', '5.91', '5.27', '5.52', '6.09', '6.34', 'ROA']","['22.85', '23.58', '25.31', '32.13', '42.27', '43.27', '45.24', '44.23', '45.50', '66.30', '92.20', '84.70', '77.70', 'ROE']","['Automatic Data Processing', 'Automatic Data Processing', 'Automatic Data Processing', 'Automatic Data Processing', 'Automatic Data Processing', 'Automatic Data Processing', 'Automatic Data Processing', 'Automatic Data Processing', 'Automatic Data Processing', 'Automatic Data Processing', 'Automatic Data Processing', 'Automatic Data Processing', 'Automatic Data Processing', 'Automatic Data Processing']"
63,"['57.42', '48.94', '67.80', '52.81', '52.27', '56.90', '53.82', '58.76', '51.32', '33.97', '44.90', '39.40', '–', 'PE Ratio']","['8.78', '9.66', '6.05', '6.47', '8.85', '11.79', '18.51', '21.80', '14.56', '8.06', '18.36', '27.75', '–', 'PB Ratio']","['874.51', '1160.18', '1438.10', '2019.20', '2122.00', '2835.10', '2761.30', '2849.70', '3443.20', '1822.60', '3331.00', '3689.00', '–', 'FCF']","['14478.28', '14540.35', '17119.01', '18533.50', '20205.10', '21159.90', '24055.40', '29287.50', '43254.20', '38670.20', '–', '–', '–', 'Total Debt']","['3590.04', '4053.35', '6712.82', '6976.20', '6828.10', '5899.60', '5490.40', '4568.40', '9069.60', '12408.50', '–', '–', '–', ""Sh' Equity""]","['3.21', '3.86', '2.47', '2.94', '3.59', '3.71', '4.98', '3.76', '4.38', '2.58', '3.08', '3.61', '–', 'ROA']","['15.16', '20.96', '11.05', '12.41', '16.68', '19.28', '33.15', '33.61', '37.66', '16.44', '38.70', '60.80', '–', 'ROE']","['American Tower', 'American Tower', 'American Tower', 'American Tower', 'American Tower', 'American Tower', 'American Tower', 'American Tower', 'American Tower', 'American Tower', 'American Tower', 'American Tower', 'American Tower', 'American Tower']"
64,"['15.36', '12.56', '0.00', '26.14', '0.00', '0.00', '0.00', '14.54', '0.00', '0.00', '10.40', '9.67', '–', 'PE Ratio']","['1.57', '1.39', '2.28', '2.77', '1.60', '0.96', '2.55', '1.99', '1.95', '1.93', '0.00', '0.00', '–', 'PB Ratio']","['24472.00', '23498.00', '14824.00', '(2364.00)', '4988.00', '2124.00', '6615.00', '2041.00', '2138.00', '4641.00', '10.00', '11.00', '–', 'FCF']","['299555.00', '257021.00', '194519.00', '135794.00', '132611.00', '103600.00', '94489.00', '78097.00', '38033.00', '34743.00', '–', '–', '–', 'Total Debt']","['136783.00', '136833.00', '100138.00', '77491.00', '73498.00', '30981.00', '28316.00', '35552.00', '40310.00', '36366.00', '–', '–', '–', ""Sh' Equity""]","['1.95', '2.32', '(1.07)', '1.60', '(2.43)', '(6.62)', '(1.86)', '2.00', '(2.97)', '(0.03)', '0.00', '0.00', '–', 'ROA']","['9.84', '11.13', '(5.19)', '7.71', '(11.82)', '(43.65)', '(18.35)', '16.38', '(17.82)', '(0.17)', '14.00', '14.00', '–', 'ROE']","['General Electric', 'General Electric', 'General Electric', 'General Electric', 'General Electric', 'General Electric', 'General Electric', 'General Electric', 'General Electric', 'General Electric', 'General Electric', 'General Electric', 'General Electric', 'General Electric']"
65,"['15.69', '27.95', '9.94', '42.31', '21.86', '18.03', '20.63', '23.39', '21.60', '33.46', '20.90', '19.10', '18.30', 'PE Ratio']","['1.92', '2.21', '2.58', '2.77', '2.46', '2.29', '2.91', '3.03', '3.28', '3.39', '3.27', '3.19', '3.13', 'PB Ratio']","['4931.00', '1927.00', '2274.00', '1752.00', '1688.00', '3251.00', '3122.00', '3111.00', '3409.00', '3705.00', '3682.00', '4169.00', '4471.00', 'FCF']","['15485.00', '15351.00', '15162.00', '14668.00', '14135.00', '15180.00', '15788.00', '20017.00', '19296.00', '20634.00', '–', '–', '–', 'Total Debt']","['32532.00', '27853.00', '28100.00', '25215.00', '26074.00', '25713.00', '27317.00', '27654.00', '28323.00', '26920.00', '–', '–', '–', ""Sh' Equity""]","['5.29', '3.14', '11.21', '2.63', '4.54', '5.38', '6.18', '5.37', '6.37', '3.93', '6.07', '6.46', '6.93', 'ROA']","['12.06', '7.23', '25.98', '6.13', '11.03', '13.06', '14.82', '12.93', '15.36', '9.84', '15.80', '16.50', '17.60', 'ROE']","['Mondelez', 'Mondelez', 'Mondelez', 'Mondelez', 'Mondelez', 'Mondelez', 'Mondelez', 'Mondelez', 'Mondelez', 'Mondelez', 'Mondelez', 'Mondelez', 'Mondelez', 'Mondelez']"
66,"['19.44', '20.91', '21.62', '21.65', '19.88', '20.38', '22.03', '1067.83', '26.66', '28.52', '17.00', '–', '–', 'PE Ratio']","['9.68', '10.70', '11.29', '10.89', '9.94', '12.23', '11.99', '13.18', '14.39', '16.77', '10.10', '–', '–', 'PB Ratio']","['1653.79', '2096.85', '2067.53', '2602.11', '1968.01', '2963.32', '2843.42', '3993.87', '2012.69', '2627.00', '3691.00', '–', '–', 'FCF']","['1274.22', '1623.86', '1615.00', '2227.60', '2230.61', '2233.62', '3647.63', '6082.60', '4931.84', '3359.00', '–', '–', '–', 'Total Debt']","['4229.89', '4264.23', '4307.07', '4510.60', '5148.31', '5048.61', '5948.21', '5832.68', '6002.99', '6364.00', '–', '–', '–', ""Sh' Equity""]","['21.69', '20.91', '20.26', '18.86', '19.36', '21.56', '17.01', '0.33', '11.08', '12.31', '15.10', '–', '–', 'ROA']","['54.14', '52.16', '53.15', '52.13', '54.00', '60.01', '59.51', '1.54', '55.47', '0.00', '67.60', '–', '–', 'ROE']","['TJX Companies', 'TJX Companies', 'TJX Companies', 'TJX Companies', 'TJX Companies', 'TJX Companies', 'TJX Companies', 'TJX Companies', 'TJX Companies', 'TJX Companies', 'TJX Companies', 'TJX Companies', 'TJX Companies', 'TJX Companies']"
67,"['16.82', '13.16', '18.20', '18.85', '23.20', '17.75', '15.23', '9.01', '14.59', '15.04', '15.30', '13.00', '–', 'PE Ratio']","['2.31', '2.52', '3.11', '2.52', '3.71', '1.14', '1.70', '1.51', '1.65', '2.18', '1.92', '1.65', '–', 'PB Ratio']","['192.00', '1685.00', '2423.00', '3565.00', '3615.00', '3242.00', '8435.00', '9256.00', '6037.00', '8656.00', '8133.00', '9948.00', '–', 'FCF']","['5247.00', '5126.00', '5169.00', '5032.00', '5439.00', '42478.00', '37872.00', '33562.00', '34265.00', '31093.00', '–', '–', '–', 'Total Debt']","['10581.00', '10789.00', '12044.00', '13727.00', '13711.00', '41028.00', '45338.00', '50321.00', '47112.00', '44872.00', '–', '–', '–', ""Sh' Equity""]","['2.73', '3.81', '3.71', '3.21', '3.69', '2.51', '3.41', '5.60', '3.56', '4.52', '4.68', '4.92', '–', 'ROA']","['14.51', '19.67', '18.34', '14.49', '16.31', '9.63', '11.82', '17.68', '11.01', '14.50', '16.30', '17.00', '–', 'ROE']","['Cigna', 'Cigna', 'Cigna', 'Cigna', 'Cigna', 'Cigna', 'Cigna', 'Cigna', 'Cigna', 'Cigna', 'Cigna', 'Cigna', 'Cigna', 'Cigna']"
68,"['25.45', '23.88', '30.09', '30.24', '28.23', '47.42', '37.19', '99.31', '40.26', '38.88', '28.00', '24.90', '–', 'PE Ratio']","['7.86', '7.41', '8.99', '9.39', '8.00', '11.15', '15.02', '17.17', '18.95', '16.31', '0.00', '0.00', '–', 'PB Ratio']","['765.30', '1025.00', '1470.00', '1264.00', '1298.00', '1933.00', '1775.00', '1657.00', '2994.00', '1999.00', '3579.79', '4046.81', '–', 'FCF']","['1344.30', '1343.10', '1624.90', '2242.00', '3572.00', '3544.00', '3412.00', '6136.00', '5569.00', '5412.00', '–', '–', '–', 'Total Debt']","['3301.90', '3869.40', '3654.30', '3587.00', '4402.00', '4710.00', '4411.00', '3962.00', '6091.00', '5590.00', '–', '–', '–', ""Sh' Equity""]","['14.85', '16.04', '13.53', '12.78', '12.01', '9.18', '13.88', '4.42', '14.44', '11.15', '4.70', '5.10', '–', 'ROA']","['33.72', '33.58', '28.95', '30.80', '31.27', '24.32', '39.14', '16.34', '57.10', '40.92', '7.91', '8.73', '–', 'ROE']","['Estee Lauder', 'Estee Lauder', 'Estee Lauder', 'Estee Lauder', 'Estee Lauder', 'Estee Lauder', 'Estee Lauder', 'Estee Lauder', 'Estee Lauder', 'Estee Lauder', 'Estee Lauder', 'Estee Lauder', 'Estee Lauder', 'Estee Lauder']"
69,"['0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '85.04', '887.79', '554.79', '239.44', '191.00', '130.00', '71.60', 'PE Ratio']","['19.24', '23.01', '23.78', '32.17', '28.96', '28.50', '24.74', '37.50', '34.80', '15.43', '12.56', '9.27', '6.56', 'PB Ratio']","['26.43', '86.56', '228.52', '34.77', '485.76', '562.23', '898.00', '1354.00', '1792.00', '2173.00', '2673.00', '3408.00', '4159.00', 'FCF']","['414.78', '443.44', '474.53', '507.81', '1173.44', '661.71', '747.98', '1712.00', '1576.00', '1582.00', '–', '–', '–', 'Total Debt']","['394.26', '428.68', '566.81', '386.96', '778.74', '1111.20', '2127.94', '2834.00', '3695.00', '5032.00', '–', '–', '–', ""Sh' Equity""]","['(8.95)', '(13.84)', '(12.28)', '(21.57)', '(4.19)', '(0.72)', '12.66', '1.61', '2.36', '2.70', '12.50', '12.00', '13.00', 'ROA']","['(23.12)', '(43.60)', '(39.87)', '(86.87)', '(20.05)', '(2.83)', '38.71', '4.80', '7.05', '7.45', '31.40', '26.80', '26.40', 'ROE']","['ServiceNow', 'ServiceNow', 'ServiceNow', 'ServiceNow', 'ServiceNow', 'ServiceNow', 'ServiceNow', 'ServiceNow', 'ServiceNow', 'ServiceNow', 'ServiceNow', 'ServiceNow', 'ServiceNow', 'ServiceNow']"
70,"['16.99', '19.17', '21.72', '9.28', '13.30', '13.38', '0.00', '17.15', '35.63', '14.27', '9.39', '8.94', '–', 'PE Ratio']","['18.64', '32.38', '39.73', '10.34', '8.84', '6.30', '14.76', '26.04', '0.00', '0.00', '(27.30)', '(32.99)', '–', 'PB Ratio']","['4244.00', '4500.00', '5614.00', '3637.00', '4702.00', '8153.00', '7591.00', '8154.00', '8236.00', '–', '8444.00', '8248.00', '–', 'FCF']","['14517.00', '14693.00', '12847.00', '13881.00', '13894.00', '25746.00', '28042.00', '29471.00', '28044.00', '26680.00', '–', '–', '–', 'Total Debt']","['4118.00', '3010.00', '2873.00', '12773.00', '15380.00', '14789.00', '6319.00', '2925.00', '(1606.00)', '(3973.00)', '–', '–', '–', ""Sh' Equity""]","['12.92', '14.59', '15.87', '36.74', '22.90', '14.10', '(2.48)', '9.22', '5.67', '15.07', '25.00', '25.60', '–', 'ROA']","['124.45', '141.92', '177.83', '181.71', '72.52', '46.11', '(12.32)', '96.47', '373.62', '(206.63)', '0.00', '0.00', '–', 'ROE']","['Altria Group', 'Altria Group', 'Altria Group', 'Altria Group', 'Altria Group', 'Altria Group', 'Altria Group', 'Altria Group', 'Altria Group', 'Altria Group', 'Altria Group', 'Altria Group', 'Altria Group', 'Altria Group']"
71,"['41.72', '41.72', '35.84', '34.70', '49.23', '48.33', '51.76', '65.42', '52.97', '35.35', '22.40', '18.50', '15.60', 'PE Ratio']","['3.51', '3.51', '3.22', '3.31', '5.55', '6.47', '7.50', '13.69', '10.19', '4.25', '3.74', '3.19', '2.52', 'PB Ratio']","['1602.00', '1728.00', '1850.00', '2489.00', '1864.00', '4660.00', '3384.00', '5473.00', '4894.00', '5112.00', '6209.00', '7164.00', '8573.00', 'FCF']","['–', '–', '–', '–', '1000.00', '1998.00', '5069.00', '9083.00', '9190.00', '10986.00', '–', '–', '–', 'Total Debt']","['7390.00', '8248.00', '13759.00', '14712.00', '15994.00', '15386.00', '16929.00', '20063.00', '21727.00', '20274.00', '–', '–', '–', ""Sh' Equity""]","['9.97', '2.04', '4.83', '4.52', '4.86', '4.89', '5.20', '6.90', '5.70', '3.13', '6.29', '6.79', '7.60', 'ROA']","['12.21', '5.36', '11.16', '9.84', '11.69', '13.11', '15.22', '22.72', '19.95', '11.52', '24.80', '24.50', '23.80', 'ROE']","['PayPal', 'PayPal', 'PayPal', 'PayPal', 'PayPal', 'PayPal', 'PayPal', 'PayPal', 'PayPal', 'PayPal', 'PayPal', 'PayPal', 'PayPal', 'PayPal']"
72,"['13.98', '12.50', '14.79', '20.07', '20.35', '13.56', '10.72', '10.19', '18.04', '91.01', '14.90', '–', '–', 'PE Ratio']","['2.64', '2.30', '2.55', '2.60', '3.46', '3.40', '3.21', '3.50', '3.38', '5.33', '2.25', '–', '–', 'PB Ratio']","['1763.20', '1623.40', '2172.80', '2523.90', '3616.40', '6028.20', '5951.40', '6704.00', '7584.40', '–', '0.00', '–', '–', 'FCF']","['1860.90', '2164.70', '2707.90', '3148.20', '3306.30', '4404.90', '4407.10', '5396.10', '4898.80', '6388.30', '–', '–', '–', 'Total Debt']","['6189.50', '6928.60', '7289.40', '7957.10', '9284.80', '10821.80', '13673.20', '17038.60', '18231.60', '15891.00', '–', '–', '–', ""Sh' Equity""]","['4.95', '5.10', '4.56', '3.26', '4.41', '6.08', '7.77', '9.54', '4.92', '0.95', '0.00', '–', '–', 'ROA']","['19.11', '19.53', '17.83', '13.52', '18.47', '26.45', '33.55', '38.20', '19.39', '0.00', '16.20', '–', '–', 'ROE']","['Progressive', 'Progressive', 'Progressive', 'Progressive', 'Progressive', 'Progressive', 'Progressive', 'Progressive', 'Progressive', 'Progressive', 'Progressive', 'Progressive', 'Progressive', 'Progressive']"
73,"['22.46', '46.24', '34.43', '33.51', '63.45', '48.23', '49.43', '90.30', '75.06', '71.41', '57.50', '47.80', '39.80', 'PE Ratio']","['4.30', '5.78', '4.69', '4.25', '8.77', '8.14', '8.23', '9.81', '10.71', '8.50', '5.70', '4.77', '4.14', 'PB Ratio']","['775.40', '559.50', '725.20', '1033.10', '953.20', '982.20', '1172.60', '1143.30', '1749.90', '958.40', '1864.00', '2223.00', '2652.00', 'FCF']","['–', '–', '–', '–', '–', '–', '77.00', '80.00', '87.00', '94.00', '–', '–', '–', 'Total Debt']","['3501.40', '3379.40', '4319.50', '5777.80', '4780.40', '6687.50', '8284.70', '9759.10', '11951.50', '11112.60', '–', '–', '–', ""Sh' Equity""]","['16.76', '10.59', '13.28', '12.96', '10.94', '16.56', '15.69', '10.15', '13.79', '9.97', '12.80', '13.40', '13.60', 'ROA']","['18.95', '12.17', '15.30', '14.62', '12.71', '19.67', '18.42', '11.76', '15.70', '11.47', '14.40', '14.80', '15.50', 'ROE']","['Intuitive Surgical', 'Intuitive Surgical', 'Intuitive Surgical', 'Intuitive Surgical', 'Intuitive Surgical', 'Intuitive Surgical', 'Intuitive Surgical', 'Intuitive Surgical', 'Intuitive Surgical', 'Intuitive Surgical', 'Intuitive Surgical', 'Intuitive Surgical', 'Intuitive Surgical', 'Intuitive Surgical']"
74,"['–', '–', '–', '–', '0.00', '0.00', '0.00', '0.00', '0.00', '28.68', '37.10', '31.70', '25.70', 'PE Ratio']","['–', '–', '–', '–', '0.00', '0.00', '0.00', '17.49', '21.48', '9.73', '9.84', '7.54', '5.92', 'PB Ratio']","['–', '–', '–', '–', '151.02', '504.93', '97.28', '(777.00)', '2288.00', '3405.00', '3560.00', '3900.00', '4705.00', 'FCF']","['–', '–', '–', '–', '–', '3232.00', '3651.00', '1882.56', '2046.00', '2046.00', '–', '–', '–', 'Total Debt']","['–', '–', '–', '–', '0.00', '(517.31)', '(807.68)', '2901.78', '4775.00', '5560.00', '–', '–', '–', ""Sh' Equity""]","['–', '–', '–', '–', '(2.12)', '(0.51)', '(9.04)', '(48.77)', '(2.91)', '12.73', '13.20', '13.80', '13.60', 'ROA']","['–', '–', '–', '–', '0.00', '2.54', '101.79', '(437.90)', '(9.17)', '36.63', '36.60', '30.10', '26.70', 'ROE']","['Airbnb', 'Airbnb', 'Airbnb', 'Airbnb', 'Airbnb', 'Airbnb', 'Airbnb', 'Airbnb', 'Airbnb', 'Airbnb', 'Airbnb', 'Airbnb', 'Airbnb', 'Airbnb']"
75,"['32.37', '37.09', '70.47', '32.48', '40.78', '29.00', '42.15', '48.11', '56.75', '33.38', '35.40', '30.30', '–', 'PE Ratio']","['16.99', '16.13', '21.95', '17.72', '19.69', '18.91', '23.37', '20.86', '25.47', '15.64', '11.78', '9.32', '–', 'PB Ratio']","['506.00', '440.00', '442.00', '587.00', '1159.00', '1508.00', '1356.00', '1694.00', '1738.00', '1327.00', '2648.00', '2970.00', '–', 'FCF']","['3657.00', '3631.00', '4868.00', '4468.00', '4953.00', '6452.00', '6447.00', '7199.00', '6633.00', '7904.00', '–', '–', '–', 'Total Debt']","['962.00', '1337.00', '1091.00', '1499.00', '1786.00', '2185.00', '2708.00', '3773.00', '4544.00', '4403.00', '–', '–', '–', ""Sh' Equity""]","['7.86', '8.87', '4.68', '10.55', '10.64', '14.75', '13.44', '13.02', '14.81', '14.67', '17.30', '18.70', '–', 'ROA']","['20.15', '50.72', '27.92', '63.40', '52.60', '71.92', '61.31', '50.55', '48.98', '47.26', '41.20', '36.50', '–', 'ROE']","['Zoetis', 'Zoetis', 'Zoetis', 'Zoetis', 'Zoetis', 'Zoetis', 'Zoetis', 'Zoetis', 'Zoetis', 'Zoetis', 'Zoetis', 'Zoetis', 'Zoetis', 'Zoetis']"
76,"['18.35', '31.41', '17.67', '24.83', '19.09', '23.01', '17.99', '52.92', '21.19', '31.14', '17.10', '16.00', '–', 'PE Ratio']","['1.18', '1.44', '1.25', '1.31', '1.40', '1.39', '1.45', '1.43', '1.64', '1.60', '1.44', '1.45', '–', 'PB Ratio']","['856.00', '1202.00', '(66.00)', '(1038.00)', '(1428.00)', '(2203.00)', '(2913.00)', '(1051.00)', '(1425.00)', '5927.00', '(2431.00)', '(1495.00)', '–', 'FCF']","['40256.00', '39868.00', '38868.00', '47895.00', '52279.00', '54529.00', '58126.00', '59863.00', '63835.00', '71215.00', '–', '–', '–', 'Total Debt']","['41408.00', '40899.00', '39771.00', '41041.00', '41737.00', '43834.00', '47951.00', '49184.00', '51136.00', '51986.00', '–', '–', '–', ""Sh' Equity""]","['2.33', '1.60', '2.33', '1.70', '2.26', '1.88', '2.44', '0.79', '2.29', '1.47', '2.50', '2.58', '–', 'ROA']","['6.47', '4.58', '6.98', '5.33', '7.39', '6.23', '8.25', '2.73', '7.89', '5.17', '8.82', '9.26', '–', 'ROE']","['Duke Energy', 'Duke Energy', 'Duke Energy', 'Duke Energy', 'Duke Energy', 'Duke Energy', 'Duke Energy', 'Duke Energy', 'Duke Energy', 'Duke Energy', 'Duke Energy', 'Duke Energy', 'Duke Energy', 'Duke Energy']"
